,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
113,1383,0.0003449366777203,0.0003449366777203,0.0140739940106868,0.0009470079094171,0.0009470079094171,0.0227529052644968,256,0.0001,glorot_uniform,2000,relu,32,7,relu,16,0.001,0.9,adam,50,64
