,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,512,0.0001,glorot_uniform,2000,relu,128,7,<function relu at 0x7fd934ded050>,16,0.001,0.9,adam,50,64
