,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
3,439,-1.846929669380188,0.0031073333229869,0.0439982488751411,-1.7895201444625854,0.0031785280443727,0.0444352962076664,256,0.001,glorot_uniform,2000,relu,32,7,<function relu at 0x7fccc4fec050>,32,0.001,0.9,rmsprop,50,64
