,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
183,1231,0.0037991721183061,0.0037991721183061,0.0480824634432792,0.0041436981409788,0.0041436981409788,0.0490492656826972,512,0.0001,glorot_uniform,2000,relu,32,5,relu,16,0.001,0.9,adam,50,32
