,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,1024,0.001,glorot_uniform,2000,relu,32,5,<function relu at 0x7f3602aaa0e0>,32,1e-05,0.9,rmsprop,50,16
