,time
0,0 days 00:00:03.543392
1,0 days 00:00:01.218606
2,0 days 00:00:01.150744
3,0 days 00:00:02.226406
4,0 days 00:00:01.893992
5,0 days 00:00:03.200399
6,0 days 00:00:03.227869
7,0 days 00:00:02.732485
8,0 days 00:00:02.146592
9,0 days 00:00:01.536838
10,0 days 00:00:01.705465
11,0 days 00:00:02.792990
12,0 days 00:00:01.202820
13,0 days 00:00:02.329864
14,0 days 00:00:02.044395
15,0 days 00:00:01.651083
16,0 days 00:00:01.394679
17,0 days 00:00:01.734085
18,0 days 00:00:02.061276
19,0 days 00:00:01.184726
20,0 days 00:00:01.536224
21,0 days 00:00:03.218480
22,0 days 00:00:02.587772
23,0 days 00:00:02.238139
24,0 days 00:00:02.466887
25,0 days 00:00:03.094820
26,0 days 00:00:01.696656
27,0 days 00:00:01.449130
28,0 days 00:00:01.151926
29,0 days 00:00:01.959410
30,0 days 00:00:01.289143
31,0 days 00:00:01.704000
32,0 days 00:00:01.229135
33,0 days 00:00:01.236920
34,0 days 00:00:01.332332
35,0 days 00:00:02.025317
36,0 days 00:00:04.355407
37,0 days 00:00:01.304503
38,0 days 00:00:01.960572
39,0 days 00:00:02.994154
40,0 days 00:00:01.161860
41,0 days 00:00:02.306980
42,0 days 00:00:02.837709
43,0 days 00:00:01.698688
44,0 days 00:00:02.106750
45,0 days 00:00:01.296675
46,0 days 00:00:01.555188
47,0 days 00:00:01.364272
48,0 days 00:00:03.624334
49,0 days 00:00:01.902175
50,0 days 00:00:01.512636
51,0 days 00:00:02.692522
52,0 days 00:00:02.835747
53,0 days 00:00:04.431117
54,0 days 00:00:04.659300
55,0 days 00:00:02.119736
56,0 days 00:00:01.623759
57,0 days 00:00:02.248148
58,0 days 00:00:02.447127
59,0 days 00:00:02.289702
60,0 days 00:00:05.406271
61,0 days 00:00:03.699109
62,0 days 00:00:01.823077
63,0 days 00:00:02.341238
64,0 days 00:00:03.340243
65,0 days 00:00:01.418415
66,0 days 00:00:01.638117
67,0 days 00:00:01.908045
68,0 days 00:00:01.201916
69,0 days 00:00:02.984364
70,0 days 00:00:01.235332
71,0 days 00:00:02.122386
72,0 days 00:00:03.900205
73,0 days 00:00:01.741638
74,0 days 00:00:03.553574
