,time
0,0 days 00:06:50.333909
1,0 days 00:05:26.107797
2,0 days 00:11:52.350140
3,0 days 00:06:38.203500
4,0 days 00:07:28.549247
5,0 days 00:06:48.455181
6,0 days 00:08:29.092595
7,0 days 00:08:32.736873
8,0 days 00:06:03.663328
9,0 days 00:10:38.684333
