,time
0,0 days 00:00:01.265247
1,0 days 00:00:00.935201
2,0 days 00:00:00.950867
3,0 days 00:00:01.248042
4,0 days 00:00:00.867682
5,0 days 00:00:01.010432
6,0 days 00:00:00.955915
7,0 days 00:00:00.988332
8,0 days 00:00:00.977928
9,0 days 00:00:01.179846
10,0 days 00:00:01.052053
11,0 days 00:00:00.957202
12,0 days 00:00:01.068109
13,0 days 00:00:00.977535
14,0 days 00:00:00.876174
15,0 days 00:00:01.180788
16,0 days 00:00:00.843908
17,0 days 00:00:00.864936
18,0 days 00:00:01.004246
19,0 days 00:00:00.955243
20,0 days 00:00:00.875453
21,0 days 00:00:01.053154
22,0 days 00:00:01.505235
23,0 days 00:00:00.973759
24,0 days 00:00:01.839064
25,0 days 00:00:01.277286
26,0 days 00:00:01.796247
27,0 days 00:00:01.166881
28,0 days 00:00:00.845258
29,0 days 00:00:01.086794
30,0 days 00:00:00.851795
31,0 days 00:00:00.846173
32,0 days 00:00:00.844821
33,0 days 00:00:00.846050
34,0 days 00:00:00.847596
35,0 days 00:00:01.068298
36,0 days 00:00:00.878728
37,0 days 00:00:01.171185
38,0 days 00:00:00.990318
39,0 days 00:00:01.123522
40,0 days 00:00:01.459642
41,0 days 00:00:01.280774
42,0 days 00:00:00.845653
43,0 days 00:00:00.911341
44,0 days 00:00:01.043811
45,0 days 00:00:00.865761
46,0 days 00:00:01.263738
47,0 days 00:00:00.959783
48,0 days 00:00:01.379727
49,0 days 00:00:01.200359
50,0 days 00:00:01.231658
51,0 days 00:00:00.846024
52,0 days 00:00:01.284881
53,0 days 00:00:00.909870
54,0 days 00:00:01.198602
55,0 days 00:00:02.324373
