,time
0,0 days 00:00:01.264562
1,0 days 00:00:01.602622
2,0 days 00:00:00.971344
3,0 days 00:00:00.865809
4,0 days 00:00:01.231136
5,0 days 00:00:00.839275
6,0 days 00:00:00.963769
7,0 days 00:00:01.958409
8,0 days 00:00:00.832952
9,0 days 00:00:00.926898
10,0 days 00:00:08.657943
11,0 days 00:00:01.699975
12,0 days 00:00:00.884383
13,0 days 00:00:00.943233
14,0 days 00:00:00.885161
15,0 days 00:00:01.290131
16,0 days 00:00:01.010406
17,0 days 00:00:01.054647
18,0 days 00:00:01.763495
19,0 days 00:00:01.226811
20,0 days 00:00:02.068711
21,0 days 00:00:09.043924
22,0 days 00:00:11.102660
23,0 days 00:00:00.958033
24,0 days 00:00:02.921896
25,0 days 00:00:00.931266
26,0 days 00:00:01.022319
27,0 days 00:00:01.622540
28,0 days 00:00:11.739579
29,0 days 00:00:01.297077
30,0 days 00:00:04.625927
31,0 days 00:00:00.896254
32,0 days 00:00:01.324743
33,0 days 00:00:01.054584
34,0 days 00:00:04.802758
35,0 days 00:00:01.015659
36,0 days 00:00:02.737651
37,0 days 00:00:13.283634
38,0 days 00:00:01.735256
39,0 days 00:00:01.414831
40,0 days 00:00:03.462340
41,0 days 00:00:01.133150
42,0 days 00:00:01.352034
43,0 days 00:00:08.684623
44,0 days 00:00:01.266285
45,0 days 00:00:01.404075
46,0 days 00:00:04.392844
47,0 days 00:00:11.773863
48,0 days 00:00:00.841153
49,0 days 00:00:21.152238
50,0 days 00:00:00.840564
51,0 days 00:00:01.732530
52,0 days 00:00:00.840359
53,0 days 00:00:00.861727
54,0 days 00:00:00.847236
55,0 days 00:00:01.063799
