,time
0,0 days 00:00:00.000124
1,0 days 00:00:00.000108
2,0 days 00:00:00.000109
3,0 days 00:00:00.000105
4,0 days 00:00:00.000108
5,0 days 00:00:00.000106
6,0 days 00:00:00.000105
7,0 days 00:00:00.000108
8,0 days 00:00:00.000109
9,0 days 00:00:00.000106
