,time
0,0 days 00:07:23.790143
1,0 days 00:11:56.090799
2,0 days 00:10:20.523951
3,0 days 00:04:36.520817
4,0 days 00:04:42.255690
5,0 days 00:04:52.490654
6,0 days 00:06:08.177333
7,0 days 00:04:06.626659
8,0 days 00:08:00.444026
9,0 days 00:08:43.534870
