,time
0,0 days 00:00:01.333744
1,0 days 00:00:00.998897
2,0 days 00:00:01.639240
3,0 days 00:00:00.891482
4,0 days 00:00:00.982128
5,0 days 00:00:00.970013
6,0 days 00:00:00.967760
7,0 days 00:00:01.063760
8,0 days 00:00:01.135266
9,0 days 00:00:01.057719
10,0 days 00:00:00.922056
11,0 days 00:00:00.822155
12,0 days 00:00:00.802827
13,0 days 00:00:01.194255
14,0 days 00:00:01.209848
15,0 days 00:00:01.315224
16,0 days 00:00:00.808481
17,0 days 00:00:01.074153
18,0 days 00:00:01.043476
19,0 days 00:00:00.847203
20,0 days 00:00:01.231527
21,0 days 00:00:01.031363
22,0 days 00:00:00.922154
23,0 days 00:00:01.013868
24,0 days 00:00:01.214913
25,0 days 00:00:00.982563
26,0 days 00:00:00.999983
27,0 days 00:00:01.119581
28,0 days 00:00:00.877213
29,0 days 00:00:01.018049
30,0 days 00:00:01.150971
31,0 days 00:00:00.968334
32,0 days 00:00:00.800596
33,0 days 00:00:00.920665
34,0 days 00:00:00.986316
35,0 days 00:00:00.952537
36,0 days 00:00:01.120010
37,0 days 00:00:00.982607
38,0 days 00:00:01.505704
39,0 days 00:00:00.894253
40,0 days 00:00:00.923012
41,0 days 00:00:01.089279
42,0 days 00:00:00.928082
43,0 days 00:00:00.999374
44,0 days 00:00:01.199517
45,0 days 00:00:01.043996
46,0 days 00:00:01.065835
47,0 days 00:00:01.523578
48,0 days 00:00:01.224457
49,0 days 00:00:01.056266
50,0 days 00:00:01.092372
51,0 days 00:00:01.150668
52,0 days 00:00:01.207342
53,0 days 00:00:01.070355
54,0 days 00:00:00.850358
55,0 days 00:00:01.015286
56,0 days 00:00:00.810779
57,0 days 00:00:01.161272
58,0 days 00:00:01.079477
59,0 days 00:00:01.137278
60,0 days 00:00:01.257780
61,0 days 00:00:01.146067
62,0 days 00:00:01.171131
63,0 days 00:00:01.058216
64,0 days 00:00:01.422852
65,0 days 00:00:00.808725
66,0 days 00:00:01.298213
67,0 days 00:00:01.002639
68,0 days 00:00:01.410431
69,0 days 00:00:01.316314
70,0 days 00:00:01.512711
71,0 days 00:00:00.817928
72,0 days 00:00:01.180225
73,0 days 00:00:00.993129
74,0 days 00:00:01.132696
75,0 days 00:00:01.138793
76,0 days 00:00:01.134969
77,0 days 00:00:01.194230
78,0 days 00:00:01.100413
79,0 days 00:00:01.055060
80,0 days 00:00:00.893838
81,0 days 00:00:01.164189
82,0 days 00:00:01.099114
83,0 days 00:00:01.050895
84,0 days 00:00:01.208856
85,0 days 00:00:00.840602
86,0 days 00:00:01.326093
87,0 days 00:00:01.061897
88,0 days 00:00:01.726300
89,0 days 00:00:01.298259
90,0 days 00:00:01.299725
91,0 days 00:00:01.618978
92,0 days 00:00:01.220297
93,0 days 00:00:01.106272
94,0 days 00:00:01.209483
95,0 days 00:00:00.810213
96,0 days 00:00:01.527941
97,0 days 00:00:01.520844
98,0 days 00:00:01.164536
99,0 days 00:00:01.162019
100,0 days 00:00:00.807747
101,0 days 00:00:00.808190
102,0 days 00:00:01.503803
103,0 days 00:00:01.132499
104,0 days 00:00:01.251678
105,0 days 00:00:01.098709
106,0 days 00:00:01.274947
107,0 days 00:00:01.422157
108,0 days 00:00:01.239643
109,0 days 00:00:01.220163
110,0 days 00:00:01.662447
111,0 days 00:00:00.892806
112,0 days 00:00:01.851009
113,0 days 00:00:00.808888
