,time
0,0 days 00:23:11.195191
1,0 days 00:00:36.321692
2,0 days 00:00:34.731787
3,0 days 00:01:25.726189
4,0 days 00:01:07.656953
5,0 days 00:01:09.455450
6,0 days 00:00:59.256299
7,0 days 00:00:46.657719
8,0 days 00:01:36.606552
9,0 days 00:00:22.137305
