,time
0,0 days 00:00:21.216511
1,0 days 00:00:39.850313
2,0 days 00:00:42.120384
3,0 days 00:00:21.731048
4,0 days 00:00:21.848010
5,0 days 00:00:28.162833
6,0 days 00:01:23.584219
7,0 days 00:00:20.872854
8,0 days 00:00:21.795675
9,0 days 00:00:21.328482
