,time
0,0 days 00:00:03.205890
1,0 days 00:00:01.098308
2,0 days 00:00:01.080212
3,0 days 00:00:01.201543
4,0 days 00:00:01.628194
5,0 days 00:00:01.396231
6,0 days 00:00:02.708335
7,0 days 00:00:05.738246
8,0 days 00:00:01.430186
9,0 days 00:00:02.486047
10,0 days 00:00:00.992815
11,0 days 00:00:01.799022
12,0 days 00:00:02.131837
13,0 days 00:00:02.561297
14,0 days 00:00:02.608488
15,0 days 00:00:01.279664
16,0 days 00:00:01.502163
17,0 days 00:00:01.450328
18,0 days 00:00:01.210869
19,0 days 00:00:02.730635
20,0 days 00:00:01.012769
21,0 days 00:00:01.045387
22,0 days 00:00:01.330403
23,0 days 00:00:01.665969
24,0 days 00:00:00.941033
25,0 days 00:00:02.030843
26,0 days 00:00:01.612944
27,0 days 00:00:01.662702
28,0 days 00:00:02.161496
29,0 days 00:00:01.699245
30,0 days 00:00:02.417996
31,0 days 00:00:01.314677
32,0 days 00:00:00.941990
33,0 days 00:00:02.013544
34,0 days 00:00:02.190220
35,0 days 00:00:01.597186
36,0 days 00:00:04.492424
37,0 days 00:00:01.609859
38,0 days 00:00:01.504425
39,0 days 00:00:02.670634
40,0 days 00:00:02.279576
41,0 days 00:00:01.435139
42,0 days 00:00:01.257896
43,0 days 00:00:01.309736
44,0 days 00:00:04.272054
45,0 days 00:00:02.824070
46,0 days 00:00:02.399289
47,0 days 00:00:01.283916
48,0 days 00:00:02.066632
49,0 days 00:00:01.738495
50,0 days 00:00:01.029736
51,0 days 00:00:01.010307
52,0 days 00:00:02.371077
53,0 days 00:00:01.808699
54,0 days 00:00:02.021304
55,0 days 00:00:02.268999
