,time
0,0 days 00:00:01.261306
1,0 days 00:00:00.930461
2,0 days 00:00:00.945834
3,0 days 00:00:01.369456
4,0 days 00:00:01.385237
5,0 days 00:00:00.855156
6,0 days 00:00:01.782669
7,0 days 00:00:01.132981
8,0 days 00:00:02.895471
9,0 days 00:00:01.105282
10,0 days 00:00:01.060318
11,0 days 00:00:00.977960
12,0 days 00:00:00.847827
13,0 days 00:00:01.116557
14,0 days 00:00:05.186178
15,0 days 00:00:01.306314
16,0 days 00:00:00.832533
17,0 days 00:00:01.117273
18,0 days 00:00:01.170915
19,0 days 00:00:01.134271
20,0 days 00:00:00.879385
21,0 days 00:00:01.120640
22,0 days 00:00:01.622679
23,0 days 00:00:00.931102
24,0 days 00:00:00.864577
25,0 days 00:00:01.104136
26,0 days 00:00:00.864645
27,0 days 00:00:00.962868
28,0 days 00:00:00.832437
29,0 days 00:00:00.928736
30,0 days 00:00:01.164189
31,0 days 00:00:00.836656
32,0 days 00:00:00.836836
33,0 days 00:00:00.864876
34,0 days 00:00:00.835639
35,0 days 00:00:01.070704
36,0 days 00:00:00.867987
37,0 days 00:00:01.023758
38,0 days 00:00:01.404460
39,0 days 00:00:01.038009
40,0 days 00:00:01.185635
41,0 days 00:00:01.721287
42,0 days 00:00:01.326684
43,0 days 00:00:00.912739
44,0 days 00:00:01.119128
45,0 days 00:00:00.995826
46,0 days 00:00:01.259813
47,0 days 00:00:01.211808
48,0 days 00:00:01.041584
49,0 days 00:00:19.702031
50,0 days 00:00:01.548326
51,0 days 00:00:15.108489
52,0 days 00:00:11.313228
53,0 days 00:00:00.866647
54,0 days 00:00:01.979057
55,0 days 00:00:00.945829
