,time
0,0 days 00:00:05.789855
1,0 days 00:00:04.706534
2,0 days 00:00:04.875460
3,0 days 00:00:08.965708
4,0 days 00:00:05.372715
5,0 days 00:00:06.180115
6,0 days 00:00:05.636213
7,0 days 00:00:08.023296
8,0 days 00:00:04.708211
9,0 days 00:00:05.547826
