,time
0,0 days 00:00:21.748804
1,0 days 00:00:25.110561
2,0 days 00:00:23.467084
3,0 days 00:00:27.314270
4,0 days 00:00:21.109636
5,0 days 00:00:26.781295
6,0 days 00:00:21.358505
7,0 days 00:00:33.570763
8,0 days 00:00:21.793709
9,0 days 00:00:24.889176
