,time
0,0 days 00:01:07.398747
1,0 days 00:00:37.920219
2,0 days 00:00:55.811222
3,0 days 00:00:41.371215
4,0 days 00:00:46.101391
5,0 days 00:00:39.374695
6,0 days 00:00:19.448956
7,0 days 00:00:43.600135
8,0 days 00:00:47.069579
9,0 days 00:00:55.582225
