,time
0,0 days 00:00:01.643024
1,0 days 00:00:01.195567
2,0 days 00:00:01.738448
3,0 days 00:00:01.253030
4,0 days 00:00:01.211900
5,0 days 00:00:01.264235
6,0 days 00:00:01.258520
7,0 days 00:00:01.602553
8,0 days 00:00:01.472751
9,0 days 00:00:01.189234
10,0 days 00:00:01.395518
11,0 days 00:00:01.473940
12,0 days 00:00:02.335501
13,0 days 00:00:01.259750
14,0 days 00:00:01.961511
15,0 days 00:00:01.237227
16,0 days 00:00:01.273766
17,0 days 00:00:01.166715
18,0 days 00:00:04.584357
19,0 days 00:00:03.224980
20,0 days 00:00:01.259966
21,0 days 00:00:01.362579
22,0 days 00:00:01.210162
23,0 days 00:00:05.425742
24,0 days 00:00:04.942721
25,0 days 00:00:06.458130
26,0 days 00:00:01.806279
27,0 days 00:00:03.814410
28,0 days 00:00:01.525832
29,0 days 00:00:01.166879
30,0 days 00:00:06.918621
31,0 days 00:00:01.379905
32,0 days 00:00:01.252899
33,0 days 00:00:01.763517
34,0 days 00:00:01.138297
35,0 days 00:00:06.275076
36,0 days 00:00:03.294594
37,0 days 00:00:01.163476
38,0 days 00:00:01.181971
39,0 days 00:00:01.362993
40,0 days 00:00:01.254943
41,0 days 00:00:01.308752
42,0 days 00:00:02.443634
43,0 days 00:00:02.492923
44,0 days 00:00:02.570539
45,0 days 00:00:01.179404
46,0 days 00:00:01.175617
47,0 days 00:00:01.322350
48,0 days 00:00:01.656658
49,0 days 00:00:01.520819
50,0 days 00:00:05.794342
51,0 days 00:00:07.060097
52,0 days 00:00:01.742505
53,0 days 00:00:01.908031
54,0 days 00:00:01.146086
55,0 days 00:00:01.136376
56,0 days 00:00:01.357991
57,0 days 00:00:01.332854
58,0 days 00:00:04.146809
59,0 days 00:00:04.531505
60,0 days 00:00:01.242371
61,0 days 00:00:01.221899
62,0 days 00:00:01.136942
63,0 days 00:00:01.185835
64,0 days 00:00:04.748045
65,0 days 00:00:05.370031
66,0 days 00:00:01.412127
67,0 days 00:00:07.601376
68,0 days 00:00:01.202458
69,0 days 00:00:01.162658
70,0 days 00:00:03.444221
71,0 days 00:00:02.269955
72,0 days 00:00:03.112143
73,0 days 00:00:03.591639
74,0 days 00:00:01.336723
