,time
0,0 days 00:00:15.930946
1,0 days 00:00:13.253511
2,0 days 00:00:13.450287
3,0 days 00:00:12.702511
4,0 days 00:00:13.838444
5,0 days 00:00:10.279862
6,0 days 00:00:37.314042
7,0 days 00:00:09.691223
8,0 days 00:00:15.916726
9,0 days 00:00:14.561805
