,time
0,0 days 00:00:10.229075
1,0 days 00:00:16.013673
2,0 days 00:00:13.502234
3,0 days 00:00:15.781776
4,0 days 00:00:10.574797
5,0 days 00:00:14.369820
6,0 days 00:00:12.356256
7,0 days 00:00:09.513026
8,0 days 00:00:11.041588
9,0 days 00:00:24.125123
