,time
0,0 days 00:00:01.762734
1,0 days 00:00:01.070021
2,0 days 00:00:01.758315
3,0 days 00:00:00.919451
4,0 days 00:00:03.927827
5,0 days 00:00:01.775888
6,0 days 00:00:01.024127
7,0 days 00:00:00.977153
8,0 days 00:00:00.884936
9,0 days 00:00:00.868979
10,0 days 00:00:00.965271
11,0 days 00:00:01.729170
12,0 days 00:00:01.909265
13,0 days 00:00:01.082016
14,0 days 00:00:00.936852
15,0 days 00:00:00.835714
16,0 days 00:00:00.883752
17,0 days 00:00:01.146270
18,0 days 00:00:01.257685
19,0 days 00:00:01.498081
20,0 days 00:00:01.205462
21,0 days 00:00:00.961731
22,0 days 00:00:02.472042
23,0 days 00:00:01.349121
24,0 days 00:00:00.915602
25,0 days 00:00:01.907075
26,0 days 00:00:01.067667
27,0 days 00:00:00.922162
28,0 days 00:00:00.838622
29,0 days 00:00:00.823339
30,0 days 00:00:02.651037
31,0 days 00:00:01.683310
32,0 days 00:00:00.960527
33,0 days 00:00:00.823907
34,0 days 00:00:01.342619
35,0 days 00:00:00.900504
36,0 days 00:00:00.842952
37,0 days 00:00:00.827605
38,0 days 00:00:00.822587
39,0 days 00:00:00.853484
40,0 days 00:00:02.330549
41,0 days 00:00:01.867930
42,0 days 00:00:02.049617
43,0 days 00:00:01.266137
44,0 days 00:00:00.929956
45,0 days 00:00:03.571956
46,0 days 00:00:01.391338
47,0 days 00:00:01.131968
48,0 days 00:00:00.899653
49,0 days 00:00:01.318586
50,0 days 00:00:00.899952
51,0 days 00:00:01.193860
52,0 days 00:00:00.883390
53,0 days 00:00:00.827759
54,0 days 00:00:01.337388
55,0 days 00:00:00.961729
56,0 days 00:00:00.915798
57,0 days 00:00:02.736803
58,0 days 00:00:01.166078
59,0 days 00:00:00.916164
60,0 days 00:00:02.402511
61,0 days 00:00:00.993894
62,0 days 00:00:00.923670
63,0 days 00:00:01.916470
64,0 days 00:00:00.824240
65,0 days 00:00:02.388259
66,0 days 00:00:00.919872
67,0 days 00:00:00.977222
68,0 days 00:00:01.406146
69,0 days 00:00:00.997776
70,0 days 00:00:00.930610
71,0 days 00:00:01.029039
72,0 days 00:00:00.885158
73,0 days 00:00:01.194684
74,0 days 00:00:02.095229
75,0 days 00:00:01.595094
76,0 days 00:00:00.946823
77,0 days 00:00:00.808271
78,0 days 00:00:01.804693
79,0 days 00:00:00.932484
80,0 days 00:00:01.257520
81,0 days 00:00:04.517769
82,0 days 00:00:01.299332
83,0 days 00:00:00.884955
84,0 days 00:00:01.119829
85,0 days 00:00:01.254011
86,0 days 00:00:00.951438
87,0 days 00:00:02.464543
88,0 days 00:00:02.483513
89,0 days 00:00:01.206942
90,0 days 00:00:00.872671
91,0 days 00:00:02.187241
92,0 days 00:00:02.276714
93,0 days 00:00:01.047887
94,0 days 00:00:01.114435
95,0 days 00:00:01.313360
96,0 days 00:00:04.724535
97,0 days 00:00:01.398470
98,0 days 00:00:00.841172
99,0 days 00:00:01.454363
100,0 days 00:00:02.125922
101,0 days 00:00:01.855065
102,0 days 00:00:01.411123
103,0 days 00:00:02.923643
104,0 days 00:00:04.778237
105,0 days 00:00:00.947428
106,0 days 00:00:03.700096
107,0 days 00:00:01.762934
108,0 days 00:00:03.688380
109,0 days 00:00:01.036544
110,0 days 00:00:01.183971
111,0 days 00:00:01.115171
112,0 days 00:00:01.100473
113,0 days 00:00:00.901251
