,time
0,0 days 00:00:02.359667
1,0 days 00:00:02.121887
2,0 days 00:00:02.436280
3,0 days 00:00:01.382147
4,0 days 00:00:01.671564
5,0 days 00:00:01.218002
6,0 days 00:00:02.335904
7,0 days 00:00:01.281065
8,0 days 00:00:03.795672
9,0 days 00:00:01.003890
10,0 days 00:00:00.997660
11,0 days 00:00:00.967527
12,0 days 00:00:04.706255
13,0 days 00:00:01.689875
14,0 days 00:00:01.000838
15,0 days 00:00:05.795460
16,0 days 00:00:01.331048
17,0 days 00:00:00.946554
18,0 days 00:00:01.239470
19,0 days 00:00:01.467687
20,0 days 00:00:01.081079
21,0 days 00:00:00.946824
22,0 days 00:00:02.257324
23,0 days 00:00:01.772707
24,0 days 00:00:01.668453
25,0 days 00:00:02.995690
26,0 days 00:00:05.577598
27,0 days 00:00:01.233361
28,0 days 00:00:04.796992
29,0 days 00:00:00.898048
30,0 days 00:00:01.384823
31,0 days 00:00:01.941155
32,0 days 00:00:01.115446
33,0 days 00:00:01.114654
34,0 days 00:00:02.201135
35,0 days 00:00:01.205229
36,0 days 00:00:02.057482
37,0 days 00:00:01.840201
38,0 days 00:00:00.984411
39,0 days 00:00:01.254396
40,0 days 00:00:01.843275
41,0 days 00:00:01.116791
42,0 days 00:00:01.183465
43,0 days 00:00:01.084025
44,0 days 00:00:01.677738
45,0 days 00:00:05.464472
46,0 days 00:00:01.082334
47,0 days 00:00:01.777705
48,0 days 00:00:00.916168
49,0 days 00:00:00.931576
50,0 days 00:00:01.164615
51,0 days 00:00:01.186723
52,0 days 00:00:02.231135
53,0 days 00:00:01.031646
54,0 days 00:00:02.424848
55,0 days 00:00:03.940183
56,0 days 00:00:01.134495
57,0 days 00:00:02.873881
58,0 days 00:00:01.351159
59,0 days 00:00:01.281076
60,0 days 00:00:03.102038
61,0 days 00:00:02.638070
62,0 days 00:00:00.967092
63,0 days 00:00:00.932621
64,0 days 00:00:00.938293
65,0 days 00:00:01.066174
66,0 days 00:00:01.633872
67,0 days 00:00:04.792674
68,0 days 00:00:01.374581
69,0 days 00:00:01.908167
70,0 days 00:00:02.423168
71,0 days 00:00:00.898201
72,0 days 00:00:01.668507
73,0 days 00:00:01.037176
74,0 days 00:00:01.717962
75,0 days 00:00:01.219998
76,0 days 00:00:01.333130
77,0 days 00:00:04.714470
78,0 days 00:00:01.871048
79,0 days 00:00:01.133874
80,0 days 00:00:02.058153
81,0 days 00:00:01.255469
82,0 days 00:00:00.984656
83,0 days 00:00:01.369743
84,0 days 00:00:00.881494
85,0 days 00:00:07.893596
86,0 days 00:00:02.577937
87,0 days 00:00:00.884437
88,0 days 00:00:00.966051
89,0 days 00:00:01.031551
90,0 days 00:00:01.572949
91,0 days 00:00:00.899687
92,0 days 00:00:01.067418
93,0 days 00:00:00.900793
94,0 days 00:00:01.439453
95,0 days 00:00:08.293974
96,0 days 00:00:02.389542
97,0 days 00:00:01.754673
98,0 days 00:00:00.947764
99,0 days 00:00:02.329309
100,0 days 00:00:02.711941
101,0 days 00:00:01.342289
102,0 days 00:00:02.643485
103,0 days 00:00:00.938025
104,0 days 00:00:01.185286
105,0 days 00:00:08.185514
106,0 days 00:00:02.730380
107,0 days 00:00:02.791170
108,0 days 00:00:00.973719
109,0 days 00:00:04.517438
110,0 days 00:00:01.937655
111,0 days 00:00:12.624542
112,0 days 00:00:03.739449
113,0 days 00:00:05.177446
