,time
0,0 days 00:00:00.015206
1,0 days 00:00:00.002464
2,0 days 00:00:00.005360
3,0 days 00:00:00.008722
4,0 days 00:00:00.000264
5,0 days 00:00:00.000270
6,0 days 00:00:00.000360
7,0 days 00:00:00.011878
8,0 days 00:00:00.002216
9,0 days 00:00:00.011431
