,time
0,0 days 00:00:03.287096
1,0 days 00:00:01.140473
2,0 days 00:00:01.572047
3,0 days 00:00:00.900755
4,0 days 00:00:02.463696
5,0 days 00:00:01.847160
6,0 days 00:00:02.025083
7,0 days 00:00:01.237331
8,0 days 00:00:01.691182
9,0 days 00:00:01.840643
10,0 days 00:00:09.271955
11,0 days 00:00:01.760887
12,0 days 00:00:01.487584
13,0 days 00:00:00.986568
14,0 days 00:00:01.508810
15,0 days 00:00:02.747210
16,0 days 00:00:01.120992
17,0 days 00:00:01.354996
18,0 days 00:00:00.968303
19,0 days 00:00:01.780100
20,0 days 00:00:00.885111
21,0 days 00:00:02.042149
22,0 days 00:00:01.521557
23,0 days 00:00:01.105494
24,0 days 00:00:02.472199
25,0 days 00:00:06.367736
26,0 days 00:00:01.033788
27,0 days 00:00:03.114504
28,0 days 00:00:00.882620
29,0 days 00:00:03.098459
30,0 days 00:00:02.005203
31,0 days 00:00:02.739471
32,0 days 00:00:00.956607
33,0 days 00:00:02.255086
34,0 days 00:00:03.500689
35,0 days 00:00:02.574984
36,0 days 00:00:01.040007
37,0 days 00:00:01.715828
38,0 days 00:00:01.521078
39,0 days 00:00:01.235606
40,0 days 00:00:01.476901
41,0 days 00:00:00.968399
42,0 days 00:00:01.087682
43,0 days 00:00:01.219128
44,0 days 00:00:00.984674
45,0 days 00:00:02.821624
46,0 days 00:00:02.195072
47,0 days 00:00:01.925328
48,0 days 00:00:01.807993
49,0 days 00:00:00.939013
50,0 days 00:00:01.574677
51,0 days 00:00:00.901348
52,0 days 00:00:02.144260
53,0 days 00:00:01.193346
54,0 days 00:00:03.880117
55,0 days 00:00:01.142871
56,0 days 00:00:02.883604
57,0 days 00:00:01.824434
58,0 days 00:00:01.982116
59,0 days 00:00:02.533802
60,0 days 00:00:01.002583
61,0 days 00:00:02.075734
62,0 days 00:00:03.494046
63,0 days 00:00:02.549825
64,0 days 00:00:01.699590
65,0 days 00:00:01.001448
66,0 days 00:00:04.757595
67,0 days 00:00:01.041316
68,0 days 00:00:01.037560
69,0 days 00:00:01.372049
70,0 days 00:00:02.044366
71,0 days 00:00:02.080182
72,0 days 00:00:00.886143
73,0 days 00:00:01.421856
74,0 days 00:00:02.783371
