,time
0,0 days 00:00:01.282847
1,0 days 00:00:02.052257
2,0 days 00:00:01.684381
3,0 days 00:00:01.686079
4,0 days 00:00:00.939645
5,0 days 00:00:01.870505
6,0 days 00:00:00.854479
7,0 days 00:00:01.607035
8,0 days 00:00:00.909930
9,0 days 00:00:02.225507
10,0 days 00:00:00.854650
11,0 days 00:00:01.752228
12,0 days 00:00:00.878883
13,0 days 00:00:01.264672
14,0 days 00:00:01.737660
15,0 days 00:00:01.003648
16,0 days 00:00:00.887106
17,0 days 00:00:01.871405
18,0 days 00:00:00.873357
19,0 days 00:00:00.855589
20,0 days 00:00:01.146392
21,0 days 00:00:01.463958
22,0 days 00:00:00.855356
23,0 days 00:00:00.870431
24,0 days 00:00:00.857986
25,0 days 00:00:01.350873
26,0 days 00:00:00.858104
27,0 days 00:00:01.591815
28,0 days 00:00:01.515634
29,0 days 00:00:02.841094
30,0 days 00:00:00.866501
31,0 days 00:00:00.885987
32,0 days 00:00:01.236139
33,0 days 00:00:01.607296
34,0 days 00:00:00.942399
35,0 days 00:00:01.392501
36,0 days 00:00:03.258343
37,0 days 00:00:02.082696
38,0 days 00:00:02.313040
39,0 days 00:00:01.808118
40,0 days 00:00:01.493803
41,0 days 00:00:00.919333
42,0 days 00:00:00.860077
43,0 days 00:00:01.624007
44,0 days 00:00:01.099635
45,0 days 00:00:01.037468
46,0 days 00:00:01.873089
47,0 days 00:00:00.977981
48,0 days 00:00:01.717445
49,0 days 00:00:00.857779
50,0 days 00:00:02.109470
51,0 days 00:00:00.871985
52,0 days 00:00:00.960236
53,0 days 00:00:02.727142
54,0 days 00:00:01.136802
55,0 days 00:00:00.909221
