,time
0,0 days 00:00:02.294665
1,0 days 00:00:01.981290
2,0 days 00:00:00.991924
3,0 days 00:00:01.454505
4,0 days 00:00:01.908851
5,0 days 00:00:01.572522
6,0 days 00:00:01.406134
7,0 days 00:00:00.910439
8,0 days 00:00:01.553023
9,0 days 00:00:01.196717
10,0 days 00:00:01.510711
11,0 days 00:00:01.824645
12,0 days 00:00:01.987238
13,0 days 00:00:00.940960
14,0 days 00:00:01.187511
15,0 days 00:00:01.004837
16,0 days 00:00:01.298117
17,0 days 00:00:01.005215
18,0 days 00:00:01.567000
19,0 days 00:00:01.315793
20,0 days 00:00:01.777194
21,0 days 00:00:01.053196
22,0 days 00:00:02.650458
23,0 days 00:00:01.185517
24,0 days 00:00:01.858743
25,0 days 00:00:01.938540
26,0 days 00:00:01.251605
27,0 days 00:00:01.072835
28,0 days 00:00:01.840949
29,0 days 00:00:00.977954
30,0 days 00:00:01.872110
31,0 days 00:00:01.841890
32,0 days 00:00:02.134699
33,0 days 00:00:00.926008
34,0 days 00:00:03.690808
35,0 days 00:00:01.520777
36,0 days 00:00:01.814036
37,0 days 00:00:02.505509
38,0 days 00:00:00.909196
39,0 days 00:00:01.407183
40,0 days 00:00:01.123387
41,0 days 00:00:01.120642
42,0 days 00:00:02.468819
43,0 days 00:00:01.186056
44,0 days 00:00:00.924525
45,0 days 00:00:02.409692
46,0 days 00:00:00.942405
47,0 days 00:00:01.316654
48,0 days 00:00:01.830693
49,0 days 00:00:02.746734
50,0 days 00:00:01.299577
51,0 days 00:00:01.682189
52,0 days 00:00:01.326975
53,0 days 00:00:01.425037
54,0 days 00:00:00.851850
55,0 days 00:00:01.425421
56,0 days 00:00:00.876993
57,0 days 00:00:01.279411
58,0 days 00:00:03.245897
59,0 days 00:00:01.345303
60,0 days 00:00:00.893192
61,0 days 00:00:02.534594
62,0 days 00:00:01.829630
63,0 days 00:00:01.661508
64,0 days 00:00:00.927176
65,0 days 00:00:01.790962
66,0 days 00:00:02.135382
67,0 days 00:00:01.053863
68,0 days 00:00:01.248510
69,0 days 00:00:00.862775
70,0 days 00:00:02.998734
71,0 days 00:00:00.901527
72,0 days 00:00:03.518989
73,0 days 00:00:02.194781
74,0 days 00:00:00.973379
75,0 days 00:00:02.999634
76,0 days 00:00:01.893796
77,0 days 00:00:01.359506
78,0 days 00:00:02.104249
79,0 days 00:00:01.152545
80,0 days 00:00:02.422527
81,0 days 00:00:01.220206
82,0 days 00:00:02.743613
83,0 days 00:00:01.474946
84,0 days 00:00:01.492864
85,0 days 00:00:02.653834
86,0 days 00:00:01.623130
87,0 days 00:00:01.633958
88,0 days 00:00:01.183767
89,0 days 00:00:01.269765
90,0 days 00:00:02.632256
91,0 days 00:00:01.116978
92,0 days 00:00:01.488171
93,0 days 00:00:00.902274
94,0 days 00:00:01.088031
95,0 days 00:00:03.275399
96,0 days 00:00:01.021619
97,0 days 00:00:01.122305
98,0 days 00:00:01.393719
99,0 days 00:00:02.232162
100,0 days 00:00:01.408394
101,0 days 00:00:02.725727
