,time
0,0 days 00:01:04.951867
1,0 days 00:01:47.776177
2,0 days 00:00:56.554550
3,0 days 00:02:01.215819
4,0 days 00:00:53.231746
5,0 days 00:01:40.851297
6,0 days 00:01:51.400001
7,0 days 00:03:41.179921
8,0 days 00:01:37.645946
9,0 days 00:01:34.582394
