,time
0,0 days 00:00:54.380129
1,0 days 00:01:10.959707
2,0 days 00:00:26.079999
3,0 days 00:00:22.511945
4,0 days 00:01:01.140798
5,0 days 00:01:18.654233
6,0 days 00:00:32.544441
7,0 days 00:00:59.136124
8,0 days 00:01:05.873885
9,0 days 00:01:00.540098
