,time
0,0 days 00:00:01.000897
1,0 days 00:00:01.125907
2,0 days 00:00:01.563174
3,0 days 00:00:00.894500
4,0 days 00:00:01.213216
5,0 days 00:00:00.973790
6,0 days 00:00:00.940986
7,0 days 00:00:01.109819
8,0 days 00:00:00.863590
9,0 days 00:00:00.924118
10,0 days 00:00:00.837042
11,0 days 00:00:00.923170
12,0 days 00:00:00.811697
13,0 days 00:00:00.802872
14,0 days 00:00:00.806446
15,0 days 00:00:01.688319
16,0 days 00:00:00.803917
17,0 days 00:00:01.078777
18,0 days 00:00:02.369431
19,0 days 00:00:00.946230
20,0 days 00:00:01.001057
21,0 days 00:00:01.000599
22,0 days 00:00:00.911509
23,0 days 00:00:00.930153
24,0 days 00:00:01.231062
25,0 days 00:00:00.803307
26,0 days 00:00:00.849620
27,0 days 00:00:00.975552
28,0 days 00:00:00.805558
29,0 days 00:00:00.801772
30,0 days 00:00:00.803106
31,0 days 00:00:01.577861
32,0 days 00:00:01.581071
33,0 days 00:00:01.252737
34,0 days 00:00:00.798252
35,0 days 00:00:00.979896
36,0 days 00:00:01.026411
37,0 days 00:00:00.927184
38,0 days 00:00:01.228253
39,0 days 00:00:00.817545
40,0 days 00:00:01.286920
41,0 days 00:00:01.112606
42,0 days 00:00:01.076401
43,0 days 00:00:01.016198
44,0 days 00:00:01.228027
45,0 days 00:00:01.171171
46,0 days 00:00:00.804988
47,0 days 00:00:01.227658
48,0 days 00:00:01.668004
49,0 days 00:00:01.201516
50,0 days 00:00:02.031315
51,0 days 00:00:00.813986
52,0 days 00:00:01.165007
53,0 days 00:00:01.339773
54,0 days 00:00:01.184225
55,0 days 00:00:01.596488
56,0 days 00:00:01.195409
57,0 days 00:00:00.961056
58,0 days 00:00:01.322464
59,0 days 00:00:01.103290
60,0 days 00:00:00.812061
61,0 days 00:00:01.420300
62,0 days 00:00:01.539807
63,0 days 00:00:00.811199
64,0 days 00:00:01.378027
65,0 days 00:00:01.680981
66,0 days 00:00:01.091403
67,0 days 00:00:01.595220
68,0 days 00:00:01.255487
69,0 days 00:00:00.934420
70,0 days 00:00:00.945141
71,0 days 00:00:01.519751
72,0 days 00:00:01.809559
73,0 days 00:00:01.817347
74,0 days 00:00:01.792510
