,time
0,0 days 00:00:01.151818
1,0 days 00:00:01.023225
2,0 days 00:00:00.996161
3,0 days 00:00:01.182959
4,0 days 00:00:00.925900
5,0 days 00:00:00.893693
6,0 days 00:00:01.027301
7,0 days 00:00:01.279193
8,0 days 00:00:01.184238
9,0 days 00:00:01.310387
10,0 days 00:00:01.108122
11,0 days 00:00:01.104241
12,0 days 00:00:00.845134
13,0 days 00:00:01.326001
14,0 days 00:00:00.947060
15,0 days 00:00:01.181973
16,0 days 00:00:01.328759
17,0 days 00:00:01.231512
18,0 days 00:00:01.381538
19,0 days 00:00:01.264954
20,0 days 00:00:00.958033
21,0 days 00:00:01.262394
22,0 days 00:00:01.821037
23,0 days 00:00:01.393061
24,0 days 00:00:00.847324
25,0 days 00:00:01.182447
26,0 days 00:00:00.847089
27,0 days 00:00:01.319588
28,0 days 00:00:01.620665
29,0 days 00:00:01.921103
30,0 days 00:00:01.327396
31,0 days 00:00:01.863363
32,0 days 00:00:00.847395
33,0 days 00:00:01.295908
34,0 days 00:00:01.391987
35,0 days 00:00:00.979716
36,0 days 00:00:00.847547
37,0 days 00:00:01.423917
38,0 days 00:00:01.087595
39,0 days 00:00:02.015878
40,0 days 00:00:00.852493
41,0 days 00:00:01.858194
42,0 days 00:00:01.408071
43,0 days 00:00:00.846902
44,0 days 00:00:02.008931
45,0 days 00:00:00.846873
46,0 days 00:00:00.845739
47,0 days 00:00:01.247359
48,0 days 00:00:01.393454
49,0 days 00:00:00.852919
50,0 days 00:00:01.184676
51,0 days 00:00:00.846134
52,0 days 00:00:02.483289
53,0 days 00:00:00.851350
54,0 days 00:00:01.673492
55,0 days 00:00:00.849523
