,time
0,0 days 00:00:10.176853
1,0 days 00:00:08.487335
2,0 days 00:00:08.912874
3,0 days 00:00:11.046839
4,0 days 00:00:11.849157
5,0 days 00:00:08.607149
6,0 days 00:00:17.383375
7,0 days 00:00:13.494518
8,0 days 00:00:13.397468
9,0 days 00:00:12.976036
