,time
0,0 days 00:00:02.688175
1,0 days 00:00:01.315235
2,0 days 00:00:03.383713
3,0 days 00:00:01.653724
4,0 days 00:00:01.581968
5,0 days 00:00:01.042944
6,0 days 00:00:00.955061
7,0 days 00:00:01.518707
8,0 days 00:00:00.955166
9,0 days 00:00:01.338817
10,0 days 00:00:03.450063
11,0 days 00:00:01.693678
12,0 days 00:00:01.671386
13,0 days 00:00:04.831556
14,0 days 00:00:03.327773
15,0 days 00:00:00.920419
16,0 days 00:00:01.518975
17,0 days 00:00:02.778029
18,0 days 00:00:01.653397
19,0 days 00:00:01.722285
20,0 days 00:00:03.655788
21,0 days 00:00:02.355105
22,0 days 00:00:02.571696
23,0 days 00:00:07.314518
24,0 days 00:00:02.047296
25,0 days 00:00:01.627293
26,0 days 00:00:04.706780
27,0 days 00:00:05.266030
28,0 days 00:00:02.077057
29,0 days 00:00:01.573784
30,0 days 00:00:01.607728
31,0 days 00:00:02.584002
32,0 days 00:00:01.955752
33,0 days 00:00:03.045068
34,0 days 00:00:03.188933
35,0 days 00:00:02.743778
36,0 days 00:00:03.345604
37,0 days 00:00:02.751456
38,0 days 00:00:02.047921
39,0 days 00:00:06.651902
40,0 days 00:00:03.515589
41,0 days 00:00:00.992713
42,0 days 00:00:02.223093
43,0 days 00:00:01.431686
44,0 days 00:00:03.024246
45,0 days 00:00:01.604744
46,0 days 00:00:00.981775
47,0 days 00:00:01.221963
48,0 days 00:00:03.045032
49,0 days 00:00:01.378136
50,0 days 00:00:01.786243
51,0 days 00:00:00.941204
52,0 days 00:00:02.272186
53,0 days 00:00:01.868862
54,0 days 00:00:02.622475
55,0 days 00:00:05.097295
