,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
262,843,-2.212282657623291,0.0014802695950493,0.0303252153098583,-2.2309014797210693,0.0013898129109293,0.0292582996189594,1024,0.0001,glorot_uniform,2000,relu,32,3,<function relu at 0x7f95cd952050>,64,0.001,0.9,adam,50,64
