,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,1024,0.001,he_normal,2000,relu,32,11,<function relu at 0x7f7de4b810e0>,16,1e-05,0.9,adam,50,16
