,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
167,1280,0.0011270940303802,0.0011270940303802,0.0256623774766922,0.0030110392253845,0.0030110392253845,0.0406087785959243,256,0.0001,glorot_uniform,2000,relu,128,3,relu,32,0.001,0.9,adam,50,64
