,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,256,0.0001,he_normal,2000,relu,32,5,relu,16,0.001,0.9,adam,50,64
