,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,256,0.001,he_normal,2000,relu,128,5,<function relu at 0x7f0acd10df80>,8,0.01,0.9,adam,50,8
