,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,128,0.001,he_normal,2000,relu,128,13,<function relu at 0x7fec983af0e0>,8,0.01,0.9,adam,50,16
